,Content_Clean,cluster,action_cluster
226,요즘처럼 기분 우울할 때 가장 좋은 방법 걷기 어떻게 걷는게 좋을까 부쩍 쌀쌀해진 날씨에 몸과 마음이 움츠러들기 쉬운 시기다 이러한 때에 무리한 운동을 위한 적절한 운동이 바로 겨울 보약 인 것이다 잘 알려진 대로 운동을 꾸준히 하면 심폐 기능과 대사 기능이 향상될 뿐만 아니라 면역력을 길러줘,0,2
227,이것 하면 기분 좋아져 제공 헬스조선 우울할 때 일단 몸을 움직이자 신체 활동이 우울감을 줄일 뿐 아니라 뇌에도 긍정적인 변화를 준다는 연구 결과가 나왔다 독일 보품 루르대학 정신건강 및 심리 치료 뤼베케 의대 카린 로젠크란츠 교수팀은 신체 활동이 우울감에 주는 영향을 확인하기,0,3
228,할까하면 잠은 쏟아지고 괜히 바빴던 하루 내게 남은 건 뭘까 허무하기만 해 알 수가 없는 친구들 얘기 언제부터 이만큼 멀어진 건지 그저 옛날 얘기만 하다 멋쩍은 웃음만 때론 나만 혼자 뒤쳐진 것 같아 가끔은 너무 힘들어 나,0,2
229,불안 우울할 때 먹으면 좋은 음식 가지 글 김연중 기자 매일 자연스럽게 단것에 손이 간다면 스트레스를 잠시 덜어주는 단맛에 중독되었을 확률이 높다 그러나 이러한 음식은 스트레스를 잠시 덜어주는 효과를 낼뿐 사실은 그렇지 않다 단 음식뿐 아니라 대부분의 인스턴트 음식도 같다 어떠한 음식을 섭취하느냐에,0,3
230,갑갑허고 우울할땐 이렇게 해 보십시요 새벽시장에 한번 가보십시요 밤이 낮인듯 치열하게 살아가는 상인들을 보면 힘이 절로 생깁니다 그래도 힘이 나질 내발 아래 있지 않습니까 그리고 큰 소리로 외쳐보십시요 난 큰 손이 될 것이다 흐흐 이상하게 쳐다보는 사람 분명 있습니다 그럴땐 실실 쪼개,0,3
231,우울할때 먹으면 좋은 신기한 음식 겨울이라는것이 날씨가 춥고 해가 짧아지면서 기분이 자주 울적해지는 분들이 있을수 있습니다 실제 일조량이 부족하게되면 기분을 좋게 만드는 호르몬인 세로토닌 분비가 감소하게되어 이런증상을 느낄수 있다고 합니다 오늘은 그럼 우울증을 날려보낼수있는 음식에대해서 언급,0,2
232,질 것 같아 난 신선한 공기를 쐬고 싶어 애니 그거 좋은 생각이야 난 스트레스를 받거나 우울할 때 종종 공원에 가서 달리기를 해 그러면 기분이 나아져 떨어도 기분이 좋아져 잭 무슨 말인지 알겠어 저번에 나도 짜증나는 일에 대해 친한 친구에게 말했더니 기분이 좋아졌어 좋은 친구보다 좋은 것은 없는,0,2
233,우울할때 먹으면 좋은 신기한 음식 첫째 카레 카레에 재료로 쓰이는 강황에는 커큐민 성분이 풍부한데 이 성분은 우울함을 개선하는데 큰 도움을 줍니다 공포에 대한 기억을 지우고 무섭고 두려운 기억이 뇌속에 새로 저장되는 것을 막아주는 효과가 있다고 합니다 둘째 호두 하버드 대학 연구팀이 발표한 임상,0,3
234,우울할때 먹으면 좋은 신기한 음식 오늘은 우울증을 날려보낼수있는 음식에 대해서 언급하려합니다 첫째 카레 카레에 재료로 쓰이는 강황에는 커큐민 성분이 과거 공포에 대한 기억을 지우고 무섭고 두려운 기억이 뇌속에 새로 저장되는 것을 막아주는 효과가 있다고 합니다 둘째 호두 하버드 대학 연구팀이,0,3
235,우울할 때 먹으면 좋은 신기한 음식 오늘은 우울증을 날려보낼수있는 음식에 대해서 언급하려합니다 첫째 카레 카레에 재료로 쓰이는 강황에는 커큐민 성분 과거 공포에 대한 기억을 지우고 무섭고 두려운 기억이 뇌속에 새로 저장되는 것을 막아주는 효과가 있다고 합니다 둘째 호두 하버드 대학 연구팀이 발표,0,3
236,우울할때 먹으면 좋은 신기한 음식 첫째 카레 카레에 재료로 쓰이는 강황에는 커큐민 성분이 풍부한데 이 성분은 우울함을 개선하는데 큰 도움을 줍니다 실제 과거 공포에 대한 기억을 지우고 무섭고 두려운 기억이 뇌속에 새로 저장되는 것을 막아주는 효과가 있다고 합니다 둘째 호두 하버드 대학 연구팀이 발표,0,3
237,우울할때 먹으면 좋은 신기한 음식 요즘 코로나로 인해 기분이 자주 울적해지는 분들이 있을 수 있습니다 오늘은 그럼 우울증을 날려보낼수있는 음식에대해서 과거 공포에 대한 기억을 지우고 무섭고 두려운 기억이 뇌속에 새로 저장되는 것을 막아주는 효과가 있다고 합니다 둘째 호두 하버드 대학 연구팀이,0,3
238,담배 힘들땐 최고져 그리고 이약을 많이 복용을 하면 잠도 잘 온답니다 나는 위로가 될진 모르지만 힘들어 하지 마세요 마음은 울적하구 그냥 게시판에 글이라도 쓰면 좀 나아질까 해서 우울할때 먹는 조 은 약이라도 없을까 아님 이럴때 먹으면 깨지않고 잘 수 있는,0,3
239,오늘쇼챔 위도하고 한참 우울했는데 모든게 부럽고 별거아닌거에 상처받고 눈물나던 나였는데 워너원을 너무 못봐서 나만큼 심한사람 있나싶을정도인데 이렇게 아는지인이 저에게 좋은 선물을 줬어요 민현군미러 거기다 가지고싶어도 품절되서 못가진 키링 걍 감동의 쓰나미입니다 팬싸광탈 내인생에 워너원,0,2
240,우울할때 먹으면 좋은 신기한 음식 동대성추천 조회 댓글 북마크공유하기기능 더보기 오늘은 우울증을 날려보낼수있는 음식에 대해서 언급 과거 공포에 대한 기억을 지우고 무섭고 두려운 기억이 뇌속에 새로 저장되는 것을 막아주는 효과가 있다고 합니다 둘째 호두 하버드 대학 연구팀이 발표,0,3
241,우울할때 먹으면 좋은 신기한 음식 일조량이 부족하게되면 기분을 좋게 만드는 호르몬인 세로토닌 분비가 감소하게되어 우울한 증상을 느낄수 있다고 합니다 의하면 커큐민이 과거 공포에 대한 기억을 지우고 무섭고 두려운 기억이 뇌속에 새로 저장되는 것을 막아주는 효과가 있다고 합니다 둘째 호두 하버드,0,3
242,정보 우울할때 먹으면 좋은 신기한 음식 일조량이 부족하게되면 기분을 좋게 만드는 호르몬인 세로토닌 분비가 감소하게되어 우울한 증상을 느낄수 있다고 실험 결과에 의하면 커큐민이 과거 공포에 대한 기억을 지우고 무섭고 두려운 기억이 뇌속에 새로 저장되는 것을 막아주는 효과가 있다고 합니다 둘째,0,3
243,펌 우울할 때 보면 좋은 것들 처음엔 누구나 별 생각이 없답니다 큰 눈을 이리저리 굴리기만 하지요 하지만 세상의 모진 풍파를 겪다 보면 당신도 조금씩 화가 나기 시작할 겁니다 무언가 당신을 꼼짝하지 못하게 둘러싸고 있고 어느새 당신은 단단한 것의 속에 가둬져 있다고 생각합니다 남에게 싫은 소리를,0,2
244,음원 저작권 준수 상기 내용 위반시 징계를 받을 수 있습니다 항상 상대방을 배려하는 마음으로 글을 작성해 주시기를 부탁드립니다 선거때만 일하는 것같은 스브스 지방선거 출구조사 인트로부터 몰입감을 주는 웅장함과 민주당의 압승을 보면 속이 후련하네요 우울할때 한번씩 보면 기분좋아집니다,0,2
245,코리아 우울할 때 일단 몸을 움직이자 신체 활동이 우울감을 줄일 뿐 아니라 뇌에도 긍정적인 변화를 준다는 연구 결과가 나왔다 독일 보품 루르대학 정신건강 및 심리 치료 뤼베케 의대 카린 로젠크란츠 교수팀은 신체 활동이 우울감에 주는 영향을 확인하기 위해 우울증 치료를 받는 환자 명을,0,3
246,나타나는가 하면 함께 자자는 말을 거침없이 쏟아내며 예측불허의 행동으로 팻을 당황스럽게 만드는 그녀 그런 티파니가 팻은 부담스럽기만 하다 재생률 연애세포 복구프로젝트가 시작된다 쉽게 자신에게 넘어오지 않는 팻 을 위해 티파니는 헤어진 아내와의 재결합을 도와주는 대신 자신과 함께 댄스,0,3
247,한다 우울할 때 먹으면 힘이 나는 음식 미국 잇디스낫댓 이 정리했다 홍합 아연 요오드 셀레늄이 풍부하다 모두 기분을 좌우하는 갑상선 건강에 기여하는 영양소들이다 홍합에는 또 비타민 가 잔뜩 들어 있어서 두뇌를 젊고 건강하게 유지하는 데 도움이 된다 행복한 다이어트 의 저자 드류 램지 박사,0,1
248,건강에 좋은 장내 세균을 활성화 시킨다 이 세균은 세로토닌이 생성되게 도와 준다 지난 년 월 하버드대학 연구팀이 임상영약학저널에 발표한 자료에 따르면 호두에 있는 식물성 오메가 성분이 우울증을 예방한다 호두 속 비타민 도 우울증에 도움을 준다 연어에 풍부하게 포함된 마그네슘이 한 기분을,0,3
249,어쩔수 없는 여자인지라 말 한마디에 행동 하나에 바보 스럽게 내 마음속 당신을 담아 버릴수 있으니 진심이 아니라면 조금도 다가오지 말아 주세요 좋은글 우울할때 걸어나오기를 사람들은 당신을 기다리고 있습니다 도착역에서 당신이 걸어 나오기를 기다리는 것처럼 절망과 좌절에서 걸어 나오기를 미움과,0,4
250,토마토를 먹는 사람은 한번도 토마토를 먹지 않은 사람보다 우울증 위험이 프로 감소한 것으로 나타났는데요 이는 토마토의 풍부한 엽산과 비타민 가 우울감을 번째 굴 굴에는 풍부하게 함유되어있는 아연 이 아연이 우울증 치매 예방에 아주 좋은 효능이 있다고 합니다 아홉번째 해조류 다시마 미역등의 해조,0,3
251,시켰을때 계몽시키거나 타도해야 할 부정적으로 깎아내려야 할 계도의 대상이 되는게 아니라 그 사람의 내면이자 개성이자 인간적인 모습으로 인정받고 인간의 지위를 누리는 것이긔 더쿠 역대 래퍼 최고매출 투어 위 두고 경쟁 중인 두 래퍼 트래비스 스캇 투어 전체 공연 중,0,2
252,있을 때 먹으면 효과 좋다는 음식 겨울이라는 것이 날씨가 춥고 해가 짧아지면서 기분이 자주 울적해지는 분들이 있을 수 있습니다 실제 일조량이 부족하게 감소하게 되어 이런 증상을 느낄 수 있다고 합니다 오늘은 그럼 우울증을 날려 보낼 수 있는 음식에 대해서 언급하려합니다 첫째 카레 카레에 재료로,0,3
253,완벽한 영화 정말 최고의 가족 영화 누군가를 사랑하는 것 무엇인가 해야 할 때 망설이지 말고 가슴이 원하는데로 움직여라 그러면 분명 좋은 일이 일어 날 것이다 오다기리 죠의 도쿄 타워 인생은 그렇게 순식간에 왔다가 순식간에 가버리는 것이다 눈 똑바로 뜨고 즐겁게 살아라 오다기리 죠와 여배우,0,3
254,봤을 때 미움도 에너지 사랑도 에너지 미움 에너지가 더 크다 그래서 관심 받은 것으로 해석해서 더 아픈 것으로 내가 화를 내고 있었구나 그 화를 어머니가 에너지로 받아서 살고 있구나 관심 받으려고 훨씬 아픈 것 에너지 만큼 먹었다가 또 아프다 아프도록 그 쪽으로 몰아갔다 없는 살림에 보탬이 안 된다고 화를,0,2
255,공부가 안돼서 우울할 땐 공부를 하면 돼 내일 모레 해야 할 프레젠테이션 가 넘어가는 독후감 과제 이번 주가 마감인 자소서 할 일은 쌓여있고 할 감정을 해결하기 위한 방법은 생각보다 간단하다 그냥 하면 돼 사실 우리는 나에게 주어진 것을 너무 잘하고 싶은 마음에 일을 할 엄두가 나지 않는 이다,0,4
256,저같은 경우 우울할때는 초코렛이 가장 좋은것 같더라구요 실제로도 우울하면 단것이 먹고 싶더라구요 적당히 씹는 느낌이 있는 초코렛을 한번 드셔보세요,0,2
257,산다고 자식 기르느라 정신 없이 왠수처럼 지내다가 사십에 들어서 어느날 머리칼이 희끗해진 걸 보니 불현듯 가여워진다 그리고 서로 굽은 등을 내보일 때쯤이면 철없고 무심했던 지난날을 용케 견디어준 서로가 눈물나게 고마워질 것이다 사십대는 나이를 말하고 싶지 않은 나이 아니 정확하게 말하면 확인,0,2
258,제출하였을때 좋은생각이라 하셔서 긍정적인 결과를 기대하였지만 돌아온 답변은 규약 변경이 힘들고 민감한 사안이라고 하셔서 엄청 힘든일인줄만 알았는데 대표님들이 모여서 안건 상정하고 변경하면 되는것인줄은 생각지도 못하였습니다 다시 한번 건의 드립니다 각 세대에서 부과되는 비용들은 입주민 투표를,0,2
259,부귀영화를 누리려고 이러나 라는 마음에 자괴감 무기력감이 오더라구요 이직을 결정해 놓고도 당장 경제적 여유가 없어서 그 짧은 백수 기간을 못 견딜 것 같구 제가 너무 심란해 하니까 친구가 이 책을 선물해 주었는데 읽다보니 조금씩 위로가 되다가 번아웃 증후군 이라는 파트에서 제가 아마 이 상태일 거,0,3
260,비타민 비타민 와 가 부족하면 우울증에 걸리기 쉽다는 연구결과가 있답니다 이중 비타민 는 기분을 활성화하는데 중요한 신경전달물질인 세로토닌을 자칫 수면 장애를 일으킬 수 있으므로 저녁때는 복용을 피하는 것이 좋대요 비타민제는 식사 직후에 먹는 것이 위장장애도 예방하고 흡수도 잘 되구요 참고,0,1
261,알았어요 좋은 말로 세뇌고 나쁜 말로 폭력이라고 생각해요 외모 꾸미는 일 돈 쓰는 것 주변 사람들과의 관계 친정식구들과의 관계 이 세상을 보는 관점까지도 다 남편이 이래라 저래라 하는대로 맞춰왔던 이유는 제가 남자의 큰소리 를 무서워하고 친정아버지 키작고 순하시고 조용하고 학생때도 친구들,0,4
262,우울할때 혹은 슬플 때 먹으면 좋은 음식들 우울함의 정도가 조금 심하다 싶을 때는 생선이나 단백질 비타민 를 섭취하는 것이 좋다 비타민 와 아미노산이 듬뿍 들어 있는 단백질은 사람의 감정을 조절하여 기분을 활성화하는 호르몬인 세로토닌을 구성하는 중요 요소 따라서 치즈 달걀 우유 등 단백질이 많이,0,2
263,안뇽 게녀들 나는 우울할 때 도저히 신나는 걸 볼 기분이 안나서 오히려 더 우울한 노래 절망에 치닫는 노래를 들으면서 내 기분을 위로하는 편인데 나같은 게녀들에게 노래 추천을 하러 와따 오늘은 진짜 그냥 완전히 슬픈 거 위주로 추천할거구 반응좋으면 나중에 슬프기도 하지만 어두운 절망이 가득한 노래 추천,0,3
264,많은 우울 증세가 나타나는 것은 비타민 미네랄 부족과 연관되어 있기 때문입니다 우선 기분을 좋게 만드는 뇌 화학물질인 세로토닌 의 분비를 촉진하는 음식을 많이 먹는 것이 바람직합니다 세로토닌은 감정 조절에 관여하는 호르몬으로 분비량이 적어지면 일부 사람에게서 우울증이 나타날 위험이 높다고,0,2
265,생각해보면 저는 그대가 어떻게 생각하지는 몰라요 당신이 깊숙히 아파하고 마음의 상처를 받는다는 것은 알고 있어요 저는 그대의 눈빛이 아파하는것을 알수있어요 모든,0,1
266,맛난거먹어요 교촌치킨 존맛이네요 오늘먹었어요채택점여 유튜브 보면서 시간때우면 관찮아지던데안녕하세요 질문자님 저는 우울할땐 산책을나가서 바람을 쐬고오거나 명상을 통해서 그냥 마음을 비울려고해요 어떤이유때문에 우울한지는 모르겠지만 우울을 이겨내는것도 방법입니다 너무우울해있지말고 이겨내봅시다 별이 빛나는 밤입니다질문자님도 눈군가의 별이라는 사실을 떠올리세요누군가는 기억에도 없는 엄마일수도 있고사랑없을거라생각하는 아빠일수도 있겠지만 저 일지도 모르죠 힘내셔요우울할땐 똥싸,0,4
267,하고싶은게 많은데 실행이 따르지않는다면 물론 우울감에 해당할수 있지만 내가 아직 준비가 안됬구나 라고 생각하시고 순간에 우울감에 빠지지 마시고 멍때리는 연습과 햇볕과 친해지는 연습을 먼저 해보세요 아주 간단한 약속을 본인과 만드세요 아침 시에 알람을 맞추면 끈다 아침에일어나면 물을 마셔볼까 아침에 화장실을 가볼까 별것 아닌거같지만 아주 사소한 약속부터 본인과 해나가아보시고 병원 약물치료를 동반하는것을 추천드립니다 보통 나는 그정도는 아닌데 정신과에 대해 안좋은 의식은 막상 가보시면 진작올걸 이라는 생각듭니다 사소한 계획과 약속 그리고 병원 방문을 목표로 잡아보세요그 동안 스트레스가 크셨던거 같아요 그로 인해서 생각도 많아지고 우울감도 심해지고그 만큼 정신적으로 힘드셨을테니까요 그래서 맘고생이 많으셨던거 같아요,0,3
268,이야기를 들어 주세요진심으로 대해주시구요무슨말을 해준다기보단옆에 있어주고 관심을 갖아주는게제일 도움이 돼요공감도 해주시구요안녕하세요 최근 친구분이 우울해하여 무엇인가를 해주고 싶다고 하셨네요 친구분의 이야기를 잘 들어 주시는 것만으로도 도움이 되실거라생각이 드네요 무엇인가 해주어야 한다는 생각보다는 친구분의 말에잘 귀기울여 주신다면 옆에 있다는 느낌만으로 친구분에게는 도움이되실거라 생각이 드네요 우울감이 느껴질 때 어떤 생각들이 떠오르는지 살펴 볼 필요가 있을것 같네요 어떤 생각들이 여자친구분의 감정과 연결되어 영향을 주고있는 지 살펴본다면 친구분의 모습을 이해하는데 도움이 되실거라생각이 드네요 친구분과 같이 스트레스를 낮추고 기분전환을 할 수 있는 활동들을해보시는 것은 어떨까요 운동과 같이 몸을 움직일 수 있는 활동이나야외에서 함께 할 수 있는 활동을 해본다면 도움이 되실거라 생각이드네요 몸을 움직임으로써 생활의 활력을 얻을 수도 있고 기분전환에도도움이 되실거라 생각이 드네요 빠른 시일 내에 친구 분의 마음이 편안해 지시길응원하겠습니다,0,1
269,이건제가 좀 슬프거나 우울할때쓰는 방법인데요 제생각에는 밝고 즐거운 음악을 듣는 것이 가장 좋을것 같습니다 예를 들어서 악동뮤지션의 전 그노래를 들으면 기분이 좀 괜찮아져요,0,2
272,정신을 다른데에 집중해야 합니다 취미나일을하면서 우울증을 이겨내는것이죠 나 자신과 마주하지 않도록 신경을 돌려야 합니다 지인을 통해 이겨내는방법이 있죠 같이 상황을 얘기하고 도움이 될만한 상황을 조언으로 얻을수도 있구요 부모님도 얘기하면 도와주실수있죠 친구들과 수다나 여행을 통해서 이겨낼수도 있고 기분이 좋아질만한일을 찾는게 좋을거같아여우울증 누구나 겪게 되는 성장과정에 하나입니다 이런 과정을 잘 극복해 내면 계속 성장할 수 있는 성품으로 자라게 됩니다 사춘기에는 분노 갈등 혼란스러운 마음을 가지게 됩니다 이 과정이 지날 때까지 좋아하는 취미 생활을 찾던가 아니면 공부에 집중 해서 발전과 미래를 향해 목표를 세우세요 우울한 마음에 끌리지 말고 미래 목표를 향해 마음을 집중하세요 간호사 추천합니다 이책을 읽어 보시면 도움이 됩니다 안녕하세요 자기자신에 대한 나쁜 생각 때문에 많이 힘드시죠 어려운 상황을 겪고 계신 것인지 아니면 환경과 상관 없이 질문자님의 마음이 힘든 것인지 알 수 없지만 누군가에게 꼭 털어놓으셨으면 좋겠습니다 이미 누군가에게 털어놓아도 아무 소용 없을 것이라는 생각을 가지고 계실지 모르지만 질문자님 스스로를 위해 자신의 속에 있는 이야기를 하고도움을 받으셨으면 좋겠습니다 각 지역에 정신건강복지 또는 자살예방 센터가 있으니 전문 상담원을 통해 힘든 마음을 도움 받으시면 좋겠습니다 일 시간 전화 자살예방상담전화 정신건강위기상담전화 보건복지부 희망의 전화 생명의 전화 로 상담 가능한 기관이 있습니다 부담없이 이용하시고 도움 받으시고 힘든 마음을 극복하실 수 있으시면 좋겠습니다 우울증 및 불안장애 혹은 개인적 문제 환경적인부분 약물치료 없이 집에서 개선 가능합니다,0,1
273,운동하시면 됩니다 채택 부탁드립니다 추가질문도 가능합니다 안녕하세요 청소년사이버상담센터입니다 비공개님 반갑습니다 비공개님의 글 잘 읽어보았어요 연말이라 친구들과 즐겁게 보내고 싶었을텐데 내 기대와는 다르게 친구들이 연락이 없군요 친구들의 반응을 보니 친구들에게 나는 중요한 사람이 아닌 것 같아서 씁쓸하고 속상한 것 같아요 연말인데 친구들과 만나지 않는다고 해서 이렇게 우울하게만 보내면 안되겠지요 친구들과 만나지 않더라도 비공개님이 즐겁게 할 수 있는 일을찾아보면 어떻겠어요 평소 읽고 싶었던 책을 읽거나 먹고 싶은 요리를 만들어봐도 좋아요 또 한해를 마무리 하는 기분으로 방정리를 하고나면기분이 훨씬 나아질 거랍니다 비공개님 새해 복 많이 받아요 새해엔 비공개님을 사랑하는 사람들과 행복한 시간 보내길 응원할게요 마음이 힘들고 이야기 할 곳이 필요할 때 거주지역 내 청소년상담복지센터 지역번호 에서 도움을 받을 수 있고저희 청소년사이버상담센터 채팅상담실에 들어와서 로 컴슬러와 함께 고민을 나눠보면 좋겠어요 시간 운영되고 있으니 언제든 찾아와주세요 청소년사이버상담센터 컴슬러 드림 귀하가 좋아하는 사람을 적극찿으세요너무 고립된 느낌이라 우울하시군요 가끔은 모두가 바쁠 때가 있어서 친구들이 연락하지 않는 건 그런 이유일 수 있어요 그럴 때는 혼자 있을 때 자신을 위한 작은 취미나 관심사를 찾아보는 것도 좋은 방법이 될 수 있어요 혼자 있는 시간을 좀 더 가치 있게 활용해보세요 또한 새로운 것을 시도해보는 것도 좋은 방법일 수 있어요 취미나 운동 새로운 책을 읽거나 영화를 보는 것도 기분 전환에 도움이 될 거예요 또한 혼자만의 시간을 즐기며 자신의 마음을 돌보는 것도 중요해요 자신에게 필요한 휴식과 여유를 가지며 마음을 정리하는 것도 좋은 방법이 될 거예요 친구들이 바쁘다고 해서 자신을 소외된 존재로 여기지 않으셔도 돼요 모두가 서로 다른 시간표와 일정을 가지고 있기 때문에 때로는 연락이 늦어지기도 해요 만약에 더 좋은 기회가 생기면 친구들과 만나는 것도 좋을 거예요 마음이 우울할 때는 가벼운 운동이나 산책을 해보는 것도 도움이 될 수 있어요 그리고 혹시 주변에 이야기할 만한 친구나 가족이 있다면 자신의 마음을 이야기해보는 것도 좋은 방법일 거예요 함께 이야기하면서 마음을 나누는 것도 좋은 치유 과정이 될 거예요,0,2
274,제가 우울할 땐 클래식을 듣거나 긍정적인 생각을 해요 예시로는 그래도 괜찮을꺼야 난 할수있어 처럼요 이것도 안돼면 상담사에게 상담을 받아 보시는것도 괞찮구요가족 친구 선생님 상담사처럼 님을 도와주시는 분이 많아요 그러니까 우울하지말고 꽃길만걸어 주셨음해요 화이팅,0,4
277,게임에 푹빠지면 됩니다네 안녕하세요 그런 시간을 보내고 계시군요 제가 아는 것을 좀 말씀드려보면요 우울증 진단 및 상담을 좀 받아보시는 것도 괜찮습니다 정신과 상담 방문 이런 거 어려워 마시고 가시면 멀쩡한 사람들 꽤 많아서 놀라실 거예요 가서 전문의와 좀 상담을 해보고혹시 약물 치료가 필요하다면 그렇게 따라가보시는 것도 나쁘지 않답니다 예 다음으로 드리고 싶은 말씀은어떤 이유에서 그 우울감을 갖게 되셨는지는 모르겠으나그 감정을 내비둔 채 잊고 긍정적으로 신나게 살자 이런 스탠스는큰 도움이 되지 않는답니다 감정은 억눌려 있고그 감정은 눌린 채로 생명력을 갖게 되어계속 나를 무겁게 할 것이기 때문이에요 이런 게 무의식 이라는 것이지요 고로우울함 슬품 이런 것을그대로 좀 노출해서 충분히 느껴줄 필요 가있답니다 피하고 가리려고 하지 마시고그 상태의 기분을 그대로 느끼는 겁니다 아 내가 지금 좀 이런 상태구나 그래 뭐 그런 거지 휴 좀 꿀꿀하네 그래 나 지금 이래 이렇게 인정하고 그대로 충분히 느끼는 시간느끼는 생활을 하는 겁니다 이게 근본적으로 우울함이 해소될 수 있는 방법이랍니다 사람은 누구나정도의 차이는 있어도다들 그런 우울감 같은 거 어느 정도 있다는 거결코 나만 이런 문제가 아니라는 점을인지하셨으면 좋겠고요 또 아까 에서 말씀드린 것처럼충분히 우울감을 숨기지 말고느끼고 겪으신 다음에는모든 것은 변한다는 무상 이라는 걸아셨으면 좋겠네요 즉 그 상태가 영원히 가지는 않는다는 겁니다당연히 적당히 해소가 되고상태는 변화할 것입니다 또 사람이 외로움 우울함이런 부분을 좀 겪고이런 감정을 나중에 좀 능숙하게 처리할 줄 알게 되면상당히 고급진 쪽으로 가실 수 있게 된답니다즉 수준이 올라가게 되는 구석이 있어요개그감각 텅 비어있음이 무엇인줄 아는 데에서 상대를 빵터지게 할 수 있는 그런 게 있어요 또 상대에 대한 배려타인에 대한 공감이런 측면에서 상당히 월등해질 수 있는 측면이 있으니이건 참고만 하십시오 즉 더 깊고 높은 곳으로 가게 되는 통로이기도 한 것인데 지금은 좀 이해가 안 가실 수도 있으실 겁니다 네 급하게 적어보았는데참고가 되셨으면 좋겠습니다 지금 그 시기를잘 인정 하며 보내셨으면 좋겠네요 이 음악이 질문자님께 위로가 되셨으면 좋겠습니다,0,2
278,헐 저도 요즘 그래요우울할때는 맛있는 음식을 먹거나 좋아하는 취미활동을 해보세용 그리고 우연히 그 취미가 똑같은 친구랑 새로 친구가 될수도 있죠 제가 그랬어용 몇일만 더 그 친구들이랑 놀다가 진짜 아니다 싶으면 무리에서 나오시는걸 추천해용 화이팅 저도 비슷한 경험이 있었는데 필찾하는 친구들은 나중에 다 멀어지게 되어있습니다 자신을 굳이 무시하는 친구들과 가까이 지내실 필요가 없습니다 그런 친구들과 가까이 지내다가는 내 자존감만 줄어들게 됩니다 내 소중한 시간을 그딴 일에 사용하지 마시고 조용하지만 나를 진심으로 생각해주는 친구와 함께 소중한 시간을 지내보는 건 어떨까요 행복하게 지내는 모습을 걔네한테 보여주세요 그리고 잘나가는 무리들은 잘깨지더라고요 걔네 무리에 영원함은 없을거에요 불행뒤엔항상행운이 쫒는다는 걸 알아주세요 그리고 나이가 초 이시라고 하셨는데 중학교 진학하시면 여러 친구들 만날수있으니까 적극적으로 다가가세요,0,2
281,저도 우울증이 있었지만 그럴 때 일 수록 몸을 막 쓰고 움직여야 합니다 집에서 우울하다 우울하다 아무 것도 하기 싫다라고 하면 시간만아깝고 감정만 소비가 됩니다 일어나서 운동이나 샤워를 하시고 집 청소도 하고 산책이나 영화를 보시거나 뭐라도 하세요 밖을 좀 돌아다시면 돼요 그리고 우울증엔 운동이 최고예요 저도 그랬고 적당선으로 보여요 그냥 즐기시는 게 좋을 것 같아요 이 우울과 공허에 대해 받아들이고 스스로 생각할 시간도 좀 갖고 잊고 있던 나에 대한 면모들을 조금 더 닦고 가꾸면 어떨까 싶어요 우울한 감정에 고뇌 당하면 더 나은 내 모습을 보기 힘들어질 테니까 이해하고 인정하고 또 즐기시는 게 좋을 것 같아요도움 되셨다면 소중한 채택 부탁드립니다 추운 날씨 건강 유의하시구 오늘도 좋은 하루 보내시길 바라요,0,2
283,인터넷에 기분이 안 좋을때 하는 포즈를 하세요힘내시길 바래요안녕하세요현재 서울 모 대학병원 정신과 병동에서 약 년 간 간호사 및 정신건강전문요원으로 근무 중이고 최영희 박사의 메타 센터 인지행동치료 창시자 아론 백 기관에서 로 인정한 최영희 박사에게 전문가 교육을 받고 있습니다 에서 인지행동치료와 스키마치료 명상 등의 심리 통합치료를 공부하는 상담사입니다 주로 인지행동치료를 기반으로 해서 여러가지를 교육을 받는데 다른 내담자나 환자에게 스스로에 대해 공부하고 교육을 받도록 해서 자신을 관리하거나 정신건강을 다루루 수 있도록 합니다 인지행동치료의 의미는 사람의 생각과 감정 행동 등을 살펴보고 그사람의 역사와 관련되어 생긴 여러가지 믿음을 찾고 그에 따라 어떤 감정으 느껴지는지 어떤 행동을 하는지 어떻게 변화하는 지 등을 배우면서 상담하고 스스로 깨닫는 치료입니다 저희는 자동적 사고라고 하는 이전 경험이나 원래 가지고 있는 핵심 믿음과 연관된 순간적으로 스치듯이 생기는 생각이 있는데요 보통 자신의 생각과 관련해서 여러가지 불안감이나 우울함 분노 등의 감정이 생기고 그 때문에 여러 힘든 경험을 할 수 있습니다 감정이나 생각을 변화시키는 것이 좋고 정식 인지행동치료 아론 백 상담을 받으시면 좋을 것 같고 혹시 비용이 부담되고 여의치 않으시면 제가 무료로 상담하고 있는데 연락 주시면 최선을 다해서 교육 및 상담해드리겠습니다 광고 이런 건 아니구요 개인적으로 어머니와 어린 환경으로부터 여러가지 영향으로 제 성격과 생각이 변형이 되었다고 생각하면서 정신과 쪽으로 관심을 가지고 여러 공부를 하고 있는 중입니다 그래서 누구보다도 잘 도와드리고 싶고 함께 정신건강을 챙기고 서로 배워갔으면 합니다 감사합니다,0,3
